"Year","Week","ABW","AIA","ARG","ATG","BES","BHS","BLZ","BMU","BOL","BRA","BRB","CAN","CHL","COL","CRI","CUB","CUW","CYM","DMA","DOM","ECU","FLK","GLP","GRD","GRL","GTM","GUF","GUY","HND","HTI","JAM","KNA","LCA","MEX","MSR","MTQ","NIC","PAN","PER","PRI","PRY","SLV","SPM","SUR","SXM","TCA","TTO","URY","USA","VCT","VEN","VGB","VIR"
2017,12,0,0,18,0,0,7,49,0,113,693,2,0,0,0,31,0,12,0,0,0,31,0,0,0,0,0,5,0,15,0,7,0,0,0,0,3,20,27,784,40,5,0,0,0,1,0,0,0,0,0,10,0,10
2017,13,0,1,23,0,0,5,27,0,118,692,4,0,0,24,27,0,7,0,0,0,33,0,5,0,0,0,7,0,0,0,6,0,0,0,0,3,11,24,672,40,2,0,0,0,0,3,0,0,0,0,10,0,12
2017,14,0,0,74,0,0,4,26,0,118,692,0,0,0,0,30,0,5,1,0,0,39,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,17,36,544,40,4,0,0,0,0,1,0,0,0,0,50,0,5
2017,15,0,0,53,0,0,5,13,0,87,635,0,0,0,0,16,0,0,0,0,0,44,0,0,0,0,0,12,0,0,0,11,0,0,0,0,3,17,26,387,40,2,0,0,0,0,0,0,0,0,0,0,0,2
2017,16,0,0,39,0,0,4,23,0,65,635,1,0,0,24,23,0,5,3,0,0,45,0,0,0,0,0,22,0,10,0,5,0,0,0,0,3,20,25,377,40,3,0,0,0,0,0,0,0,0,0,0,0,6
2017,17,0,0,22,0,0,7,29,0,48,577,0,0,0,24,25,0,0,0,0,0,53,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,24,29,276,40,1,0,0,0,0,0,0,0,0,0,0,0,5
2017,18,0,0,27,0,0,3,20,0,44,577,2,0,0,0,31,0,3,1,0,0,79,0,0,0,0,0,15,0,10,0,9,0,0,0,0,3,17,16,275,40,0,0,0,0,1,1,0,0,0,0,0,0,2
2017,19,0,0,26,0,0,2,21,0,43,404,1,0,0,0,25,0,3,0,0,0,106,0,0,0,0,0,19,0,15,0,7,0,0,0,0,3,17,18,209,40,2,0,0,0,1,0,0,0,0,0,0,0,7
2017,20,0,0,9,0,0,3,32,0,39,288,0,0,0,24,34,0,3,0,0,0,95,0,5,0,0,0,17,0,15,0,14,0,0,0,0,14,14,23,139,32,0,0,0,0,0,0,0,0,0,0,0,0,5
2017,21,0,1,4,2,0,1,34,0,25,173,0,0,0,0,43,0,4,1,0,0,74,0,0,0,0,0,7,0,20,0,6,0,0,0,0,3,11,40,194,40,2,0,0,0,0,2,0,0,0,0,0,0,9
